item,itemLabel,edits_2018,activity_days_2018,human_editors_2018,edits_2019,activity_days_2019,human_editors_2019,edits_2020,activity_days_2020,human_editors_2020,edits_2021,activity_days_2021,human_editors_2021,human_editors,activity_days,edits,pageviews,enwikipageviews,zhwikipageviews,eswikipageviews,hiwikipageviews,arwikipageviews,bnwikipageviews,frwikipageviews,ruwikipageviews,ptwikipageviews,urwikipageviews,pageviews_2018,enwikipageviews_2018,zhwikipageviews_2018,eswikipageviews_2018,hiwikipageviews_2018,arwikipageviews_2018,bnwikipageviews_2018,frwikipageviews_2018,ruwikipageviews_2018,ptwikipageviews_2018,urwikipageviews_2018,pageviews_2019,enwikipageviews_2019,zhwikipageviews_2019,eswikipageviews_2019,hiwikipageviews_2019,arwikipageviews_2019,bnwikipageviews_2019,frwikipageviews_2019,ruwikipageviews_2019,ptwikipageviews_2019,urwikipageviews_2019,pageviews_2020,enwikipageviews_2020,zhwikipageviews_2020,eswikipageviews_2020,hiwikipageviews_2020,arwikipageviews_2020,bnwikipageviews_2020,frwikipageviews_2020,ruwikipageviews_2020,ptwikipageviews_2020,urwikipageviews_2020,pageviews_2021,enwikipageviews_2021,zhwikipageviews_2021,eswikipageviews_2021,hiwikipageviews_2021,arwikipageviews_2021,bnwikipageviews_2021,frwikipageviews_2021,ruwikipageviews_2021,ptwikipageviews_2021,urwikipageviews_2021,enwikititle,zhwikititle,eswikititle,hiwikititle,arwikititle,bnwikititle,frwikititle,ruwikititle,ptwikititle,urwikititle,HDI,Life expectancy at birth (years) SDG3,Expected years of schooling (years) SDG 4.3,Mean years of schooling (years) SDG 4.6,Gross national income (GNI) per capita (PPP $) SDG 8.5,roi_edits,roi_edits_2018,roi_edits_2019,roi_edits_2020,roi_edits_2021,roi_human_editors,roi_human_editors_2018,roi_human_editors_2019,roi_human_editors_2020,roi_human_editors_2021,roi_activity_days,roi_activity_days_2018,roi_activity_days_2019,roi_activity_days_2020,roi_activity_days_2021
Q786,Dominican Republic,477,77,66,616,59,40,171,65,50,73,50,38,181.0,251,1337,17563544,7759014,504465,5035675,14662,449926,9996,1438354,1673155,675595,2702,4864303,2080499,166584,1404257,2046,110467,2904,391004,481663,224164,715,4510054,2009977,94978,1300905,2557,99671,2272,356130,453981,188691,892,3831620,1672683,83054,1199862,3319,113801,2671,319590,310624,125417,599,4357567,1995855,159849,1130651,6740,125987,2149,371630,426887,137323,496,Dominican Republic,多明尼加,República Dominicana,दोमिनिकन गणराज्य,جمهورية الدومينيكان,ডোমিনিকান প্রজাতন্ত্র,République dominicaine,Доминиканская Республика,República Dominicana,جمہوریہ ڈومینیکن,0.756,74.1,14.2,8.1,17591.0,13126.714499252615,10176.366108786611,7309.649918962723,22276.86046511628,58886.04054054054,96502.989010989,72601.53731343284,110001.31707317074,75129.80392156863,111732.48717948716,69696.60317460318,62362.85897435898,75167.56666666667,58054.84848484849,85442.49019607843
Q107221091,Agdaagux Tribe of King Cove,0,0,0,0,0,0,0,0,0,5,1,1,1.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q3508603,Minnesota Chippewa Tribe,0,0,0,2,2,2,4,2,2,8,2,2,6.0,6,14,39012,39012,0,0,0,0,0,0,0,0,0,10504,10504,0,0,0,0,0,0,0,0,0,9097,9097,0,0,0,0,0,0,0,0,0,10531,10531,0,0,0,0,0,0,0,0,0,8880,8880,0,0,0,0,0,0,0,0,0,Minnesota Chippewa Tribe,,,,,,,,,,,,,,,2600.8,10504.0,3032.333333333333,2106.2,986.6666666666666,5573.142857142857,10504.0,3032.333333333333,3510.333333333333,2960.0,5573.142857142857,10504.0,3032.333333333333,3510.333333333333,2960.0
Q810,Jordan,462,81,73,601,69,48,194,76,60,96,63,54,214.0,289,1353,14319326,7633252,434506,1367735,61608,2068615,22065,858600,1428282,424510,20153,3650148,1982816,101611,341063,18451,468323,1817,207684,417759,106219,4405,3539969,1867461,115526,353775,14719,450743,1886,230140,384170,116384,5165,3361031,1761576,90078,349084,13781,541281,2740,198368,296194,102188,5741,3768178,2021399,127291,323813,14657,608268,15622,222408,330159,99719,4842,Jordan,约旦,Jordania,जॉर्डन,الأردن,জর্ডান,Jordanie,Иордания,Jordânia,اردن,0.729,74.5,11.4,10.5,9858.0,10575.573116691285,7883.68898488121,5880.347176079734,17236.05641025641,38847.19587628866,66601.51627906977,49326.32432432433,72244.26530612246,55098.86885245902,68512.32727272727,49376.98620689655,44514.0,50570.985714285714,43649.75324675325,58877.78125
Q717,Venezuela,548,102,113,723,76,59,223,89,63,157,64,49,257.0,331,1651,24333359,10221527,817234,7754635,137716,674088,36714,1116284,1950527,1617680,6954,6401864,2622715,212294,2026937,23659,173460,8061,312000,458111,563191,1436,8290442,3488127,296624,2443967,49183,226074,11649,388200,806410,577425,2783,4982040,2130895,148993,1714729,30880,142798,8365,219173,338200,246350,1657,4659013,1979790,159323,1569002,33994,131756,8639,196911,347806,230714,1078,Venezuela,委內瑞拉,Venezuela,वेनेज़ुएला,فنزويلا,ভেনেজুয়েলা,Venezuela,Венесуэла,Venezuela,وینیزویلا,0.711,72.1,12.8,10.3,7045.0,14729.636198547216,11660.954462659382,11450.886740331493,22241.25,29487.42405063291,94315.3449612403,56156.70175438596,138174.03333333333,77844.375,93180.26,73293.25,62154.01941747573,107668.07792207792,55356.0,71677.12307692308
Q6464552,La Posta Reservation,2,2,1,1,1,1,1,1,1,6,3,3,6.0,7,10,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,0,0,0,0,0,La Posta Band of Diegueño Mission Indians,,,,,,,,,,,,,,,14.545454545454543,0.0,0.0,0.0,22.857142857142858,22.857142857142858,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,40.0
Q77,Uruguay,462,86,84,627,61,43,231,88,72,116,61,54,234.0,296,1436,15992596,6517905,419405,4375340,41767,368325,23400,1110440,1669540,1462552,3922,6603423,2568834,169912,1438260,11935,180720,11039,590338,1037270,593816,1299,3377811,1367629,73321,1085052,8865,64020,3706,201699,229875,342701,943,3052272,1272733,75430,1006451,8516,62539,3683,161204,196852,263777,1087,2959090,1308709,100742,845577,12451,61046,4972,157199,205543,262258,593,Uruguay,乌拉圭,Uruguay,उरुग्वे,الأوروغواي,উরুগুয়ে,Uruguay,Уругвай,Uruguai,یوراگوئے,0.817,77.9,16.8,8.9,20064.0,11129.15518441197,14262.252699784018,5378.679936305733,13156.344827586208,25291.36752136752,68053.6,77687.3294117647,76768.43181818182,41811.94520547945,53801.63636363636,53847.12457912458,75901.41379310345,54480.82258064516,34295.191011235955,47727.25806451613
Q736,Ecuador,845,88,75,627,58,44,235,79,63,101,63,50,214.0,288,1808,13300331,5278092,458861,4781685,35036,354412,20106,761710,935027,671054,4348,3539229,1404088,93462,1291069,5926,100319,6226,198472,260558,177984,1125,3548368,1387914,111818,1288049,8750,88857,3990,206122,253873,197649,1346,3205852,1259119,117714,1176693,11029,85108,4751,184112,210255,156096,975,3006882,1226971,135867,1025874,9331,80128,5139,173004,210341,139325,902,Ecuador,厄瓜多尔,Ecuador,ईक्वाडोर,الإكوادور,ইকুয়েডর,Équateur (pays),Эквадор,Equador,ایکواڈور,0.759,77.0,14.6,8.9,11044.0,7352.311221669431,4183.485815602837,5650.267515923567,13584.118644067798,29479.235294117647,61862.00465116279,46568.80263157895,78852.62222222223,50091.4375,58958.470588235294,46021.90657439447,39766.61797752809,60141.83050847457,40073.15,46982.53125
Q1033,Nigeria,463,87,75,1135,58,45,206,74,53,99,63,53,201.0,282,1903,21257373,13188211,668893,1958084,112070,921390,55934,1838944,1587127,920881,5839,5730711,3302399,145228,729960,21977,239842,16544,489075,440760,344846,80,4940695,3087906,137813,400364,26831,232194,11100,474822,360575,207044,2046,5168041,3299853,164339,426768,31018,208803,14114,455756,376711,188951,1728,5417926,3498053,221513,400992,32244,240551,14176,419291,409081,180040,1985,Nigeria,奈及利亞,Nigeria,नाईजीरिया,نيجيريا,নাইজেরিয়া,Nigeria,Нигерия,Nigéria,نائیجیریا,0.539,54.7,10.0,6.7,4910.0,11164.586659663866,12350.67025862069,4349.203345070423,24966.38164251208,54179.26,105234.5198019802,75404.09210526316,107406.41304347826,95704.46296296296,100331.96296296296,75114.39222614841,65121.71590909091,83740.59322033898,68907.21333333333,84655.09375
Q1020,Malawi,484,70,51,631,56,39,174,64,45,78,51,39,159.0,241,1367,5275463,3295144,170785,498149,17149,155681,12135,481216,332797,309498,2909,1249373,803548,44308,82232,3479,34497,6880,131896,79394,62379,760,1421889,861648,42202,158915,5060,40164,1525,114813,80293,116453,816,1370399,840047,36988,151664,4929,41648,2163,123759,92353,76039,809,1233802,789901,47287,105338,3681,39372,1567,110748,80757,54627,524,Malawi,马拉维,Malaui,मलावी,مالاوي,মালাউই,Malawi,Малави,Malawi,ملاوی,0.483,64.3,11.2,4.7,1035.0,3856.332602339181,2576.026804123712,2249.824367088608,7830.851428571428,15617.746835443038,32971.64375,24026.403846153848,35547.225,29791.28260869565,30845.05,21799.43388429752,17596.802816901407,24945.42105263158,21083.061538461538,23726.96153846154
Q2293341,Skykomish,7,1,2,2,1,1,0,0,0,1,1,0,3.0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q1019,Madagascar,489,81,58,605,56,33,192,75,57,90,61,46,176.0,273,1376,14519684,7463510,519088,1421585,69498,732054,25478,2505162,1212687,565414,5208,3566568,1755480,105171,394438,13353,139382,5550,663813,320844,167207,1330,3808346,1839496,130052,371296,16669,310720,5475,678982,311191,142981,1484,3651687,1982636,122315,352943,19918,143276,6817,591090,293186,138275,1231,3493083,1885898,161550,302908,19558,138676,7636,571277,287466,116951,1163,Madagascar,马达加斯加,Madagascar,मेडागास्कर,مدغشقر,মাদাগাস্কার,Madagascar,Мадагаскар,Madagáscar,مڈغاسکر,0.528,67.0,10.2,6.1,1596.0,10544.432824981845,7278.710204081633,6284.399339933993,18920.65803108808,38385.52747252747,82032.11299435029,60450.30508474576,112010.17647058824,62960.12068965517,74320.91489361702,52991.54744525548,43494.73170731707,66813.08771929824,48048.51315789474,56340.04838709677
Q242,Belize,458,71,53,564,52,38,108,58,45,75,54,37,158.0,235,1205,12146780,6770871,412378,2849948,9344,184330,12636,772852,669706,461813,2902,3292029,1846364,89721,781814,2130,44212,3724,216766,178484,128081,733,3071487,1669073,97172,764767,2384,50151,2657,200018,161419,122762,1084,2782108,1508510,83622,687804,2506,46027,3143,192708,154346,102816,626,3001156,1746924,141863,615563,2324,43940,3112,163360,175457,108154,459,Belize,伯利兹,Belice,बेलीज़,بليز,বেলিজ,Belize,Белиз,Belize,بیلیز,0.716,74.6,13.1,9.9,6382.0,10071.95688225539,7172.176470588235,5436.260176991151,25523.92660550459,39488.89473684211,76394.8427672956,60963.5,78756.07692307692,60480.608695652176,78977.78947368421,51469.40677966102,45722.625,57952.58490566038,47154.372881355936,54566.472727272725
Q710,Kiribati,424,67,53,399,47,30,160,49,35,75,49,37,144.0,212,1058,6032165,3763829,450515,573262,11483,131845,9364,480527,433238,176131,1971,1412051,873596,60824,139885,2374,29816,3032,147751,110190,44103,480,1437840,842565,180825,134112,2671,45730,1835,94985,92127,42287,703,1520496,973064,95511,155967,3260,24958,2399,105961,113491,45469,416,1661778,1074604,113355,143298,3178,31341,2098,131830,117430,44272,372,Kiribati,基里巴斯,Kiribati,किरिबाती,كيريباتي,কিরিবাস,Kiribati,Кирибати,Kiribati,کیریباتی,0.63,68.4,11.8,8.0,4260.0,5696.09537299339,3322.4729411764706,3594.6,9444.074534161491,21865.5,41601.137931034486,26149.09259259259,46381.93548387097,42236.0,43731.0,28320.023474178404,20765.45588235294,29955.0,30409.92,33235.56
Q709,Marshall Islands,254,69,54,372,59,39,119,54,42,78,51,38,155.0,233,823,5123641,3485612,268901,525060,10927,67575,10583,260655,352835,139667,1826,1240067,869859,62560,110865,3202,14831,4225,56321,85190,32503,511,1383747,932399,77101,144348,2983,19267,2394,64164,103458,37044,589,1294262,864016,54314,155354,2409,18667,2120,77617,82199,37136,430,1205565,819338,74926,114493,2333,14810,1844,62553,81988,32984,296,Marshall Islands,馬紹爾群島,Islas Marshall,मार्शल द्वीपसमूह,جزر مارشال,মার্শাল দ্বীপপুঞ্জ,Îles Marshall,Маршалловы Острова,Ilhas Marshall,جزائر مارشل,0.704,74.1,12.4,10.9,5039.0,6218.010922330097,4863.007843137255,3709.777479892761,10785.516666666666,15260.316455696202,32843.85256410256,22546.67272727273,34593.675,30099.116279069767,30911.92307692308,21895.90170940171,17715.242857142857,23062.45,23532.036363636365,23183.94230769231
Q7415075,San Pasqual Reservation,3,3,2,1,1,1,0,0,0,13,2,2,5.0,6,17,11147,11147,0,0,0,0,0,0,0,0,0,3014,3014,0,0,0,0,0,0,0,0,0,3634,3634,0,0,0,0,0,0,0,0,0,2384,2384,0,0,0,0,0,0,0,0,0,2115,2115,0,0,0,0,0,0,0,0,0,San Pasqual Band of Diegueno Mission Indians,,,,,,,,,,,,,,,619.2777777777778,753.5,1817.0,2384.0,151.07142857142858,1857.8333333333333,1004.6666666666666,1817.0,2384.0,705.0,1592.428571428571,753.5,1817.0,2384.0,705.0
Q219,Bulgaria,626,95,79,480,74,55,233,89,67,110,70,58,232.0,328,1449,14289725,8058657,583819,1414780,38754,537635,31551,1062459,2062268,490534,9268,3830898,2162988,134589,401449,8462,132640,8314,278562,568608,133120,2166,3588559,1996055,155538,362047,9534,130485,7148,265510,532882,126866,2494,3329440,1910197,123361,336903,11629,131212,7997,249896,440348,115207,2690,3540828,1989417,170331,314381,9129,143298,8092,268491,520430,115341,1918,Bulgaria,保加利亚,Bulgaria,बुल्गारिया,بلغاريا,বুলগেরিয়া,Bulgarie,Болгария,Bulgária,بلغاریہ,0.816,75.1,14.4,11.4,23325.0,9854.98275862069,6109.885167464115,7460.621621621622,14228.376068376068,31899.35135135135,61329.29184549357,47886.225,64081.41071428572,48962.35294117647,60014.03389830508,43433.81458966566,39905.1875,47847.45333333333,36993.77777777778,49870.81690140845
Q704942,Arsigantegok,0,0,0,0,0,0,0,0,0,5,4,3,3.0,4,5,694,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,694,0,0,0,0,0,0,0,0,0,Arsigantegok,,,,,,,,,,,,,,,115.66666666666669,0.0,0.0,0.0,115.66666666666669,173.5,0.0,0.0,0.0,173.5,138.8,0.0,0.0,0.0,138.8
Q1049,Sudan,439,73,59,716,67,46,168,63,40,89,51,40,172.0,254,1412,11255565,6011051,240786,846129,69715,1767683,53042,877007,987940,388548,13664,2457399,1316863,7937,188714,14314,412276,10081,190987,213369,99794,3064,3229127,1736577,64846,243628,20873,474279,14149,270603,285387,114785,4000,2695097,1425095,70085,208171,17287,438543,16267,203478,226477,86027,3667,2873942,1532516,97918,205616,17241,442585,12545,211939,262707,87942,2933,Sudan,苏丹,Sudán,सूडान,السودان,সুদান,Soudan,Судан,Sudão,سوڈان,0.51,65.3,7.9,3.8,3829.0,7965.721868365181,5584.997727272727,4503.663877266387,15947.31952662722,31932.68888888889,65061.06936416185,40956.65,68704.82978723405,65734.0731707317,70096.14634146342,44139.470588235294,33208.09459459459,47487.16176470588,42110.890625,55268.11538461538
Q822,Lebanon,373,68,57,535,64,44,204,78,66,98,68,52,203.0,278,1210,21646741,11280840,913254,2362829,132845,1786833,86154,2366321,1850534,849213,17918,4380401,2284396,128050,495445,14645,393169,18321,448700,413387,180694,3594,4658056,2410289,157715,501237,18593,469002,16373,499369,409370,172046,4062,8202521,4177324,450884,976329,54582,504703,32662,1002849,643856,352863,6469,4405763,2408831,176605,389818,45025,419959,18798,415403,383921,143610,3793,Lebanon,黎巴嫩,Líbano,लेबनान,لبنان,লেবানন,Liban,Ливан,Líbano,لبنان,0.744,78.9,11.3,8.7,14655.0,17875.09578860446,11712.302139037432,8690.402985074626,40012.29756097561,44502.656565656565,106111.47549019608,75524.1551724138,103512.35555555556,122425.6865671642,83127.60377358491,77586.8853046595,63484.07246376811,71662.4,103829.37974683545,63851.637681159424
Q1570674,Halchidhoma,1,1,0,1,1,1,0,0,0,5,3,2,3.0,5,7,11637,11637,0,0,0,0,0,0,0,0,0,2962,2962,0,0,0,0,0,0,0,0,0,3173,3173,0,0,0,0,0,0,0,0,0,2989,2989,0,0,0,0,0,0,0,0,0,2513,2513,0,0,0,0,0,0,0,0,0,Halchidhoma,,,,,,,,,,,,,,,1454.625,1481.0,1586.5,2989.0,418.8333333333333,2909.25,2962.0,1586.5,2989.0,837.6666666666666,1939.5,1481.0,1586.5,2989.0,628.25
Q6940348,Muscogee (Creek) Nation,3,2,1,3,2,1,3,2,2,34,6,4,8.0,12,43,322502,322502,0,0,0,0,0,0,0,0,0,61787,61787,0,0,0,0,0,0,0,0,0,58975,58975,0,0,0,0,0,0,0,0,0,118947,118947,0,0,0,0,0,0,0,0,0,82793,82793,0,0,0,0,0,0,0,0,0,Muscogee (Creek) Nation,,,,,,,,,,,,,,,7329.590909090909,15446.75,14743.75,29736.75,2365.514285714285,35833.555555555555,30893.5,29487.5,39649.0,16558.6,24807.846153846152,20595.666666666668,19658.33333333333,39649.0,11827.57142857143
Q43,Turkey,525,111,98,691,78,56,275,108,88,259,87,76,280.0,384,1750,34626844,17195708,1642103,4222399,337818,2897413,294396,2565353,4048743,1354681,68230,8083115,3859602,431865,1063735,57693,682726,51636,631158,935357,356783,12560,8032189,3925654,433741,1053923,74582,582136,58553,636893,933266,319794,13647,9153021,4570679,353043,1117992,118501,761462,94441,669531,1090897,351837,24638,9358519,4839773,423454,986749,87042,871089,89766,627771,1089223,326267,17385,Turkey,土耳其,Turquía,तुर्की,تركيا,তুরস্ক,Turquie,Турция,Turquia,ترکی,0.82,77.7,16.6,8.1,27701.0,19775.46773272416,15367.138783269962,11607.209537572257,33163.11956521739,35994.303846153845,123227.2028469751,81647.62626262626,140915.59649122806,102842.93258426966,121539.2077922078,89939.85454545454,72170.66964285714,101673.27848101266,83972.66972477065,106346.80681818182
Q917,Bhutan,398,71,58,504,63,45,154,64,47,69,48,36,166.0,246,1125,12031714,7675207,812046,847628,378228,266009,55046,783069,809004,393369,12108,2997041,1927687,164651,217618,95247,58560,5481,207463,213103,104506,2725,3115445,1984936,226629,217770,111690,70916,6161,184045,207802,101536,3960,2984817,1853910,211506,223991,92385,70576,7680,230165,193380,98189,3035,2934411,1908674,209260,188249,78906,65957,35724,161396,194719,89138,2388,Bhutan,不丹,Bután,भूटान,بوتان,ভুটান,Bhoutan,Бутан,Butão,بھوٹان,0.654,71.8,13.0,4.1,10746.0,10685.358792184725,7511.380952380952,6169.19801980198,19256.88387096774,41920.15714285714,72046.19161676646,50797.30508474576,67727.06521739131,62183.6875,79308.4054054054,48711.39271255061,41625.569444444445,48678.828125,45920.26153846154,59885.93877551021
Q334,Singapore,483,100,88,645,66,51,198,80,63,143,86,71,243.0,332,1469,41719509,24066554,3320204,4095397,296120,1264040,175948,2371567,4543329,1573183,13167,11880623,6721358,779789,1222193,78902,315183,38850,701365,1508776,510908,3299,10813283,6142983,869472,988914,74963,357667,41614,638200,1268405,427264,3801,9775278,5572226,781002,1089263,77588,301966,51362,584769,974732,338984,3386,9250325,5629987,889941,795027,64667,289224,44122,447233,791416,296027,2681,Singapore,新加坡,Singapur,सिंगापुर,سنغافورة,সিঙ্গাপুর,Singapour,Сингапур,Singapura,سنگاپور,0.938,83.6,16.4,11.6,88155.0,28380.61836734694,24546.74173553719,16738.82817337461,49122.0,64238.36805555556,170981.59426229508,133490.14606741574,207947.75,152738.71875,128476.73611111112,125283.8108108108,117629.93069306931,161392.28358208956,120682.44444444444,106325.57471264368
Q106540706,Mashantucket Pequot Tribe,0,0,0,0,0,0,0,0,0,10,5,2,2.0,5,10,106923,106571,0,0,0,0,0,0,0,352,0,29864,29726,0,0,0,0,0,0,0,138,0,27723,27617,0,0,0,0,0,0,0,106,0,26095,26033,0,0,0,0,0,0,0,62,0,23241,23195,0,0,0,0,0,0,0,46,0,Mashantucket Pequot Tribe,,,,,,,,Mashantucket Pequot,,,,,,,9720.272727272728,29864.0,27723.0,26095.0,2112.818181818182,35641.0,29864.0,27723.0,26095.0,7747.0,17820.5,29864.0,27723.0,26095.0,3873.5
Q148,People's Republic of China,861,127,129,993,116,85,259,115,104,278,122,97,359.0,480,2391,55038474,29535088,6840351,5774079,463212,1985443,100133,3160311,4698153,2423680,58024,12320820,7286702,1302424,1372844,98727,425985,18567,736638,425061,640471,13401,13775841,7451592,1613329,1407508,104160,438568,18969,757723,1403103,564798,16091,14959190,7627821,1703336,1782436,148112,634681,20454,895780,1426592,702898,17080,13982623,7168973,2221262,1211291,112213,486209,42143,770170,1443397,515513,11452,China,中华人民共和国,República Popular China,चीनी जनवादी गणराज्य,الصين,চীন,Chine,Китай,China,چین,0.761,76.9,14.0,8.1,16057.0,23009.395484949837,14293.294663573086,13858.994969818914,57535.34615384616,50116.92831541219,152884.65,94775.53846153848,160184.1976744186,142468.47619047618,142679.82653061225,114425.10187110188,96256.40625,117742.23076923077,128958.53448275862,113679.86178861788
Q5094611,Cheyenne and Arapaho Tribes,0,0,0,3,2,1,12,7,5,3,3,2,8.0,12,18,67688,67688,0,0,0,0,0,0,0,0,0,17176,17176,0,0,0,0,0,0,0,0,0,15855,15855,0,0,0,0,0,0,0,0,0,17306,17306,0,0,0,0,0,0,0,0,0,17351,17351,0,0,0,0,0,0,0,0,0,Cheyenne and Arapaho Tribes,,,,,,,,,,,,,,,3562.5263157894738,17176.0,3963.75,1331.2307692307693,4337.75,7520.888888888889,17176.0,7927.5,2884.333333333333,5783.666666666667,5206.769230769231,17176.0,5285.0,2163.25,4337.75
Q826867,Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation,1,1,0,0,0,0,2,1,1,43,3,4,5.0,5,46,12119,12119,0,0,0,0,0,0,0,0,0,2360,2360,0,0,0,0,0,0,0,0,0,2602,2602,0,0,0,0,0,0,0,0,0,4418,4418,0,0,0,0,0,0,0,0,0,2739,2739,0,0,0,0,0,0,0,0,0,Shoalwater Bay Tribe,,,,,,,,,,,,,,,257.8510638297872,1180.0,2602.0,1472.6666666666667,62.25,2019.8333333333333,2360.0,2602.0,2209.0,547.8,2019.8333333333333,1180.0,2602.0,2209.0,684.75
Q235,Monaco,267,82,63,224,54,39,166,81,57,89,48,46,184.0,265,746,19582166,10115609,796242,2179162,32240,555904,25973,2545785,2291859,1035289,4103,4988380,2341643,174964,612790,7548,154628,5961,674648,700109,315047,1042,4983861,2502467,215625,561071,8610,121606,5749,633889,630568,303087,1189,4620540,2475594,185513,498473,7975,126961,7195,636380,456531,224879,1039,4989385,2795905,220140,506828,8107,152709,7068,600868,504651,192276,833,Monaco,摩纳哥,Mónaco,मोनाको,موناكو,মোনাকো,Monaco,Монако,Mónaco,موناکو,,,,,,26214.41231593039,18613.358208955226,22150.49333333333,27667.904191616766,55437.61111111111,105849.54594594597,77943.4375,124596.525,79664.4827586207,106157.12765957449,73617.16541353383,60100.96385542169,90615.65454545454,56348.04878048781,101824.1836734694
Q1516298,Tulalip Tribes of Washington,11,8,5,7,7,4,4,3,2,64,4,4,15.0,22,86,79233,77002,0,1036,0,281,0,914,0,0,0,20706,20268,0,284,0,92,0,62,0,0,0,22786,22085,0,313,0,77,0,311,0,0,0,18617,18112,0,237,0,57,0,211,0,0,0,17124,16537,0,202,0,55,0,330,0,0,0,Tulalip,,Tulalip,,تولاليب,,Réserve indienne de Tulalip,,,,,,,,,910.7241379310344,1725.5,2848.25,3723.4,263.44615384615383,4952.0625,3451.0,4557.2,6205.666666666667,3424.8,3444.913043478261,2300.6666666666665,2848.25,4654.25,3424.8
Q5148891,Colorado River Indian Tribes,5,2,1,4,3,2,1,1,1,6,5,3,7.0,11,16,85296,85296,0,0,0,0,0,0,0,0,0,24964,24964,0,0,0,0,0,0,0,0,0,21544,21544,0,0,0,0,0,0,0,0,0,20196,20196,0,0,0,0,0,0,0,0,0,18592,18592,0,0,0,0,0,0,0,0,0,Colorado River Indian Tribes,,,,,,,,,,,,,,,5017.411764705882,4160.666666666667,4308.8,10098.0,2656.0,10662.0,12482.0,7181.333333333333,10098.0,4648.0,7108.0,8321.333333333334,5386.0,10098.0,3098.6666666666665
Q210332,Haida people,3,3,3,5,5,4,10,7,7,5,5,4,17.0,20,23,667000,559534,7623,31363,0,1289,0,35341,21857,9993,0,160803,133660,1398,7804,0,196,0,8700,6192,2853,0,173593,144044,2187,8325,0,425,0,10042,5721,2849,0,170109,142917,1837,8522,0,404,0,8973,4992,2464,0,162495,138913,2201,6712,0,264,0,7626,4952,1827,0,Haida people,海達族,Haida,,هايدا,,Haïdas,Хайда (народ),Haida,,,,,,,27791.666666666668,40200.75,28932.166666666668,15464.454545454546,27082.5,37055.55555555556,40200.75,34718.6,21263.625,32499.0,31761.904761904763,40200.75,28932.166666666668,21263.625,27082.5
Q30,United States of America,956,136,126,1133,129,109,591,174,172,306,149,132,448.0,588,2986,116014246,62891959,3042447,15587357,540304,4209617,615124,9796459,10696565,8618569,15845,25606059,14923131,679978,3495093,34459,874049,114126,1861169,2190589,1433465,0,24608296,14683349,654369,3381699,34291,857969,140577,1776641,1861753,1217648,0,29542870,16447319,873837,4190214,239971,1356676,220238,2600731,2179928,1429063,4893,36257021,16838160,834263,4520351,231583,1120923,140183,3557918,4464295,4538393,10952,United States,美国,Estados Unidos,संयुक्त राज्य अमेरिका,الولايات المتحدة,মার্কিন যুক্তরাষ্ট্র,États-Unis,Соединённые Штаты Америки,Estados Unidos,ریاست ہائے متحدہ,0.926,78.9,16.3,13.4,63826.0,38839.72079009039,26756.59247648903,21700.437389770723,49903.49662162162,118101.04560260588,258383.62138084637,201622.51181102364,223711.78181818183,170768.03468208094,272609.1804511278,196968.1595925297,186905.5401459854,189294.5846153846,168816.4,241713.47333333333
Q6492656,Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony,1,1,1,1,1,1,0,0,0,4,2,2,4.0,4,6,41975,41975,0,0,0,0,0,0,0,0,0,9740,9740,0,0,0,0,0,0,0,0,0,11896,11896,0,0,0,0,0,0,0,0,0,11226,11226,0,0,0,0,0,0,0,0,0,9113,9113,0,0,0,0,0,0,0,0,0,Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony,,,,,,,,,,,,,,,5996.428571428572,4870.0,5948.0,11226.0,1822.6,8395.0,4870.0,5948.0,11226.0,3037.6666666666665,8395.0,4870.0,5948.0,11226.0,3037.6666666666665
